model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,peak_day_bias_pct,own_max_within_1d,dNSE_vs_persistence_median,beats_persistence_frac
persistence_L2,416,0.22726592421531677,0.6136239070600483,27.403846153846157,-5.173533916473389,-56.37767791748047,0.0,0.0,244.38,244.38,0.6725633417028076,-70.2,0.001,,
forecast_ar_gefs_L2,416,0.5426792502403259,0.6510660245951636,0.2403846153846154,-4.250514507293701,-49.520870208740234,-22.125317,-22.125676155090332,63.916325,244.38,0.48915772654645057,-58.2,0.267,0.335,0.87
forecast_ar_perfect2_L2,416,0.8335946798324585,0.850430889145942,0.4807692307692308,-0.930863618850708,-24.2370548248291,-16.247124,-10.487383365631104,96.09498,244.38,0.5276192650079891,-30.4,0.526,0.619,0.897
