source,threshold,bin,n,forecast_p,observed
ladder_ens,q90,0.0,459074,0.010309515644723799,0.01813650958233313
ladder_ens,q90,0.1,21028,0.14980848388625978,0.20986303975651513
ladder_ens,q90,0.2,14513,0.24079401516911406,0.3073106869703025
ladder_ens,q90,0.3,9019,0.35025835181110704,0.36789000997893334
ladder_ens,q90,0.4,8572,0.44974575935890393,0.4447036864209053
ladder_ens,q90,0.5,7604,0.5489440695071106,0.5537874802735402
ladder_ens,q90,0.6,6777,0.6486882766766053,0.6604692341744135
ladder_ens,q90,0.7,5545,0.7477900186054424,0.7549143372407574
ladder_ens,q90,0.8,4370,0.8472982691334229,0.8212814645308925
ladder_ens,q90,0.9,14924,0.9883470653986915,0.9009648887697668
ladder_memmax,q90,0.0,404334,0.012643392076121536,0.008208560249694559
ladder_memmax,q90,0.1,25610,0.1504781258599316,0.08887153455681375
ladder_memmax,q90,0.2,19751,0.2421050108073953,0.12834793175029113
ladder_memmax,q90,0.3,13628,0.35006003735895125,0.16253302025242147
ladder_memmax,q90,0.4,13973,0.45025586832639025,0.21899377370643383
ladder_memmax,q90,0.5,14014,0.5499388882371062,0.2887112887112887
ladder_memmax,q90,0.6,12794,0.6490963237649664,0.3968266374863217
ladder_memmax,q90,0.7,10951,0.7485272354926432,0.5093598758104283
ladder_memmax,q90,0.8,8883,0.8477281718247174,0.6091410559495666
ladder_memmax,q90,0.9,27488,0.9869480087041542,0.7537834691501746
ladder_composite,q90,0.0,404333,0.012643252032260084,0.00820858055117935
ladder_composite,q90,0.1,55569,0.15202577230071096,0.10072162536666127
ladder_composite,q90,0.2,34715,0.2314910726086708,0.2386288347976379
ladder_composite,q90,0.3,9018,0.35025854526427735,0.36793080505655357
ladder_composite,q90,0.4,8571,0.44974747670767745,0.4446388986115972
ladder_composite,q90,0.5,7603,0.5489433957529862,0.5537287912666052
ladder_composite,q90,0.6,6775,0.6486778229134912,0.6603690036900369
ladder_composite,q90,0.7,5547,0.7477863031630099,0.7550027041644132
ladder_composite,q90,0.8,4365,0.8473038853235708,0.8210767468499427
ladder_composite,q90,0.9,14930,0.988354605590243,0.9010046885465506
ladder_ens_recal,q90,0.0,430272,0.01068900483108733,0.010920998810055035
ladder_ens_recal,q90,0.1,37263,0.1394555348570249,0.13734803961033734
ladder_ens_recal,q90,0.2,17043,0.2419956854842191,0.24620078624655284
ladder_ens_recal,q90,0.3,14854,0.3293104193210821,0.3267133432072169
ladder_ens_recal,q90,0.4,11983,0.4505927958271015,0.4234331970291246
ladder_ens_recal,q90,0.5,5369,0.5537529193517652,0.5276587818960701
ladder_ens_recal,q90,0.6,7139,0.6424665075956155,0.6192744081804175
ladder_ens_recal,q90,0.7,7665,0.7580839814448868,0.7290280495759948
ladder_ens_recal,q90,0.8,7761,0.8720334556933577,0.8310784692694241
ladder_ens_recal,q90,0.9,12077,0.9427992852540655,0.9112362341641136
ladder_ens,q95,0.0,504969,0.007446393209289339,0.014860318158144361
ladder_ens,q95,0.1,13703,0.1475422828717029,0.20842151353718164
ladder_ens,q95,0.2,8457,0.24141221759166434,0.29809625162587206
ladder_ens,q95,0.3,5207,0.3492298707605286,0.3520261186863837
ladder_ens,q95,0.4,4595,0.4480316733322343,0.4541893362350381
ladder_ens,q95,0.5,3741,0.5473815430565679,0.5533279871692061
ladder_ens,q95,0.6,3018,0.64790513590775,0.6603711066931743
ladder_ens,q95,0.7,2259,0.7469138311509465,0.7454625940681717
ladder_ens,q95,0.8,1517,0.8467939048763417,0.8042188529993408
ladder_ens,q95,0.9,3960,0.9860647899515775,0.8694444444444445
ladder_memmax,q95,0.0,458237,0.009742739311778702,0.006941822681276283
ladder_memmax,q95,0.1,21001,0.149541512146213,0.08161516118280082
ladder_memmax,q95,0.2,15632,0.24266828268978283,0.12218526100307063
ladder_memmax,q95,0.3,10810,0.34962253061446563,0.14838112858464386
ladder_memmax,q95,0.4,9993,0.4490423012432386,0.19853897728409886
ladder_memmax,q95,0.5,8950,0.5491370867091465,0.28681564245810054
ladder_memmax,q95,0.6,7688,0.6483771825262676,0.37786160249739853
ladder_memmax,q95,0.7,5933,0.7473997474522271,0.4820495533456936
ladder_memmax,q95,0.8,4195,0.8473012382136725,0.5520858164481526
ladder_memmax,q95,0.9,8987,0.9829312515094152,0.6865472348948481
ladder_composite,q95,0.0,458237,0.009742825309222517,0.006941822681276283
ladder_composite,q95,0.1,46858,0.1499791988781117,0.09846771095650689
ladder_composite,q95,0.2,22034,0.23024258761701738,0.23082508849959155
ladder_composite,q95,0.3,5207,0.34921235579837323,0.3520261186863837
ladder_composite,q95,0.4,4595,0.4480272001992607,0.4541893362350381
ladder_composite,q95,0.5,3741,0.5473821569088151,0.5533279871692061
ladder_composite,q95,0.6,3017,0.6479264388469955,0.6602585349685117
ladder_composite,q95,0.7,2258,0.7469299108627149,0.7453498671390612
ladder_composite,q95,0.8,1514,0.8468530697727387,0.8038309114927344
ladder_composite,q95,0.9,3965,0.9860345899435691,0.869609079445145
ladder_ens_recal,q95,0.0,488155,0.010230362008434794,0.0103307351148713
ladder_ens_recal,q95,0.1,20897,0.15659979768774604,0.15016509546824902
ladder_ens_recal,q95,0.2,12356,0.2451770506827087,0.24190676594367108
ladder_ens_recal,q95,0.3,9511,0.3405166263455693,0.31752707391441487
ladder_ens_recal,q95,0.4,5112,0.4441173520081519,0.422339593114241
ladder_ens_recal,q95,0.5,2675,0.5751093971237735,0.5181308411214953
ladder_ens_recal,q95,0.6,2610,0.6378185930222003,0.5839080459770115
ladder_ens_recal,q95,0.7,2443,0.7249422042795189,0.6786737617683176
ladder_ens_recal,q95,0.8,4661,0.84379898607959,0.7848101265822784
ladder_ens_recal,q95,0.9,3006,0.9324324047143685,0.8769128409846972
ladder_ens,q99,0.0,542450,0.002574049593167699,0.005880726334224352
ladder_ens,q99,0.1,3678,0.14722307182889807,0.18515497553017946
ladder_ens,q99,0.2,2013,0.24256156378270752,0.2677595628415301
ladder_ens,q99,0.3,1228,0.3472180768080483,0.3786644951140065
ladder_ens,q99,0.4,811,0.44617135789973106,0.4599260172626387
ladder_ens,q99,0.5,540,0.5464881665382243,0.5722222222222222
ladder_ens,q99,0.6,312,0.6475091214987654,0.625
ladder_ens,q99,0.7,140,0.7423028371055796,0.6285714285714286
ladder_ens,q99,0.8,60,0.8383640876989532,0.8166666666666667
ladder_ens,q99,0.9,194,0.9879162274899724,0.8041237113402062
ladder_memmax,q99,0.0,522076,0.004717141965847589,0.003374987549705407
ladder_memmax,q99,0.1,10224,0.14766381816472754,0.06758607198748044
ladder_memmax,q99,0.2,6610,0.24413105228637236,0.09470499243570348
ladder_memmax,q99,0.3,4343,0.3473395332680675,0.12963389362192032
ladder_memmax,q99,0.4,3283,0.447484322789867,0.20499543100822418
ladder_memmax,q99,0.5,2268,0.5453123713768159,0.28174603174603174
ladder_memmax,q99,0.6,1276,0.6449448233739439,0.35266457680250785
ladder_memmax,q99,0.7,679,0.7425955703475534,0.4256259204712813
ladder_memmax,q99,0.8,244,0.8419451833303011,0.4959016393442623
ladder_memmax,q99,0.9,423,0.982954177397827,0.5460992907801419
ladder_composite,q99,0.0,522075,0.004717048018617356,0.0033749940142699802
ladder_composite,q99,0.1,20619,0.14375691168346172,0.07551287647315583
ladder_composite,q99,0.2,5447,0.22911842688954157,0.20029373967321462
ladder_composite,q99,0.3,1228,0.34717182358149334,0.3786644951140065
ladder_composite,q99,0.4,811,0.4461702155825659,0.4599260172626387
ladder_composite,q99,0.5,540,0.546510212158427,0.5722222222222222
ladder_composite,q99,0.6,312,0.6475321113844965,0.625
ladder_composite,q99,0.7,140,0.7423028371055796,0.6285714285714286
ladder_composite,q99,0.8,60,0.8383640876989532,0.8166666666666667
ladder_composite,q99,0.9,194,0.9879162274899724,0.8041237113402062
ladder_ens_recal,q99,0.0,534782,0.004676806735063497,0.004295208140887315
ladder_ens_recal,q99,0.1,9283,0.14240469820064902,0.12334374663363137
ladder_ens_recal,q99,0.2,3099,0.24337989230382492,0.22007099064214264
ladder_ens_recal,q99,0.3,1333,0.35354325250105334,0.3090772693173293
ladder_ens_recal,q99,0.4,791,0.4637376798785821,0.38305941845764857
ladder_ens_recal,q99,0.5,526,0.5611353570970745,0.4600760456273764
ladder_ens_recal,q99,0.6,678,0.6308478575431687,0.4970501474926254
ladder_ens_recal,q99,0.7,470,0.7714382550198547,0.625531914893617
ladder_ens_recal,q99,0.8,464,0.8399769645260043,0.7176724137931034
