gid,nse_gauged,nse_ungauged,top1_nse_ungauged,fold,chalk,gauge_name,penalty,area
33053,0.5626929998397827,-0.10549545288085938,-1.4480435848236084,2,False,Granta at Stapleford,0.6681884527206421,2.0568286526378117
34002,0.7910326719284058,0.680522084236145,-0.026980042457580566,1,False,Tas at Shotesham,0.11051058769226074,2.185230416167563
34003,0.4570844173431396,0.055157363414764404,-14.867911338806152,2,False,Bure at Ingworth,0.4019270539283752,2.2079035303860515
34004,0.4801056385040283,0.27304989099502563,-26.48908805847168,1,False,Wensum at Costessey Mill,0.20705574750900269,2.74795530690673
34005,0.5686324238777161,0.3342556357383728,-0.8829745054244995,2,False,Tud at Costessey Park,0.23437678813934326,1.857995495560924
34006,0.7734735608100891,0.767951488494873,0.3853955864906311,2,False,Waveney at Needham Mill,0.0055220723152160645,2.5752802381801962
34007,0.7029913067817688,0.6826214790344238,-1.3175466060638428,3,False,Dove at Oakley Park,0.02036982774734497,2.1441693000416664
34008,-0.8810106515884399,-2.2337725162506104,-110.06595611572266,4,False,Ant at Honing Lock,1.3527618646621704,1.647676313240871
34010,0.6168071031570435,0.575508713722229,0.36667943000793457,1,False,Waveney at Billingford Bridge,0.04129838943481445,2.176438555741045
34011,-0.1943757534027099,-1.2349200248718262,-17.03734588623047,4,False,Wensum at Fakenham,1.0405442714691162,2.21200105751229
34012,-1.3927695751190186,-8.038351058959961,-183.13278198242188,0,False,Burn at Burnham Overy,6.645581483840942,1.9236066430174592
35003,0.4836846590042114,0.4427803158760071,-2.580244541168213,2,False,Alde at Farnham,0.040904343128204346,1.7977521286507108
35008,0.8175605535507202,0.8176789879798889,-0.42473483085632324,1,False,Gipping at Stowmarket,-0.00011843442916870117,2.099887727411467
36003,0.7489699125289917,0.6926265358924866,0.17148202657699585,3,False,Box at Polstead,0.05634337663650513,1.7537362221750101
36006,0.6091916561126709,0.565807580947876,-8.124423027038574,2,False,Stour at Langham,0.04338407516479492,2.7569022317166274
36009,0.7481012344360352,0.7084413170814514,-0.5562701225280762,2,False,Brett at Cockfield,0.03965991735458374,1.4075608494863625
36010,0.7253429889678955,0.7120170593261719,-1.1876306533813477,3,False,Bumpstead Brook at Broad Green,0.013325929641723633,1.440121603187804
36011,0.7683448791503906,0.6992751359939575,-1.4795751571655273,0,False,Stour Brook at Sturmer,0.0690697431564331,1.5345337560051155
36012,0.5970938205718994,0.469496488571167,-1.6006052494049072,0,False,Stour at Kedington,0.12759733200073242,1.884512159190394
37001,0.8005572557449341,0.7406450510025024,-2.164340019226074,2,False,Roding at Redbridge,0.05991220474243164,2.4786386315431668
37003,0.6478902101516724,0.6206684112548828,-12.33185863494873,2,False,Ter at Crabbs Bridge,0.02722179889678955,1.8907562519182182
37005,0.7927951812744141,0.7503229379653931,-2.721792459487915,3,False,Colne at Lexden,0.042472243309020996,2.3727095303859254
37008,0.779721200466156,0.7837687730789185,-0.6661200523376465,4,False,Chelmer at Springfield,-0.004047572612762451,2.2778841422402
37009,0.7914565205574036,0.7133548855781555,-0.5455094575881958,0,False,Brain at Guithavon Valley,0.07810163497924805,1.7801011914679117
37010,0.7216789722442627,0.70350581407547,-1.7295937538146973,1,False,Blackwater at Appleford Bridge,0.018173158168792725,2.3963911617301985
37011,0.8192087411880493,0.8159329891204834,0.11137557029724121,3,False,Chelmer at Churchend,0.003275752067565918,1.8620120512502165
37018,0.6700857281684875,0.6420911550521851,-0.41369545459747314,0,False,Ingrebourne at Gaynes Park,0.02799457311630249,1.6506959797606109
37019,0.712708592414856,0.6785725355148315,-0.5344548225402832,4,False,Beam at Bretons Farm,0.034136056900024414,1.7121444142148858
37020,0.7413135170936584,0.7395468950271606,-1.7186107635498047,0,False,Chelmer at Felsted,0.0017666220664978027,2.1253185781235264
38001,0.7317596077919006,0.39334970712661743,-0.693518877029419,1,False,Lee at Feildes Weir,0.3384099006652832,3.019157847739282
38003,-0.0730111598968505,-0.09161269664764404,-9.602664947509766,4,False,Mimram at Panshanger Park,0.01860153675079354,2.1146443389022793
38007,0.7916401028633118,0.7409088611602783,-1.4972069263458252,4,False,Canons Brook at Elizabeth Way,0.05073124170303345,1.3172273491764201
