model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage
lstm_ft_memmax_q_L1_s2 q50,416,0.84034863114357,0.8845202332968006,0.0,-0.4268258213996887,-14.75464677810669,-1.771006,-2.9593169689178467,145.33218,244.38,0.5829340634268765
lstm_ft_memmax_q_L1_s2 q95 as point,416,0.3033943176269531,0.3020680082131727,29.326923076923077,-2.5431737899780273,25.065720558166504,51.200825,46.33428955078125,227.6041,244.38,0.9721651836641569
lstm_ft_memmax_q_L1_s2 q99 as point,416,-0.7479199171066284,-0.2796907987800249,76.6826923076923,-7.520052433013916,53.90593910217285,89.17453,83.79718017578125,290.10083,244.38,0.9933835272644308
