model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage
lstm_fc_ens_q_L1 q50,416,0.8563484847545624,0.8304858487013296,0.0,-0.7743769884109497,-26.000350952148438,-14.67157,-12.504959106445312,142.44194,244.38,0.28000096390952134
lstm_fc_ens_q_L1 q95 as point,416,0.6829527914524078,0.6189894728173084,1.201923076923077,-1.1738066673278809,14.612042903900146,27.634418,26.222216606140137,235.33621,244.38,0.933721195528177
lstm_fc_ens_q_L1 q99 as point,416,0.3117041289806366,0.2755321565962353,21.153846153846153,-3.2493815422058105,34.8828125,52.27459,50.44401931762695,284.90097,244.38,0.9767282683093771
