model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,days_beyond_train_max,pred_over_obs_beyond
tree (hgb raw),416.0,0.8196786642074585,0.8151482572845461,2.644230769230769,-0.8108489513397217,-23.85121250152588,-17.353401,-11.461034774780272,92.626274,244.38,0.5597764088523842,455.0,0.68178463
lstm e16 mse,416.0,0.8549368977546692,0.8222478477942424,0.0,-0.5718077421188354,-23.938891410827637,-19.221946716308594,-14.227324962615967,172.21421813964844,244.3800048828125,0.5533394725252098,,
lstm e16 quantile q50,416.0,0.8584640324115753,0.7929780839278517,0.0,-0.6718354225158691,-27.54146099090576,-23.46246337890625,-17.672202110290527,158.23707580566406,244.3800048828125,0.4559662331736254,,
lstm e16 quantile q95 as point,416.0,0.642863541841507,0.514153927081338,3.125,-0.5054959654808044,16.03159236907959,22.00161361694336,29.559009552001953,262.3020324707031,244.3800048828125,0.9540269221994069,,
lstm e16 quantile q99 as point,416.0,0.1365530788898468,0.12546639797936154,35.33653846153847,-2.566746234893799,39.983558654785156,47.459869384765625,55.0504093170166,319.048828125,244.3800048828125,0.9922427561031257,,
