gid,nse_raw,nse_norm,nse_log1p,nse_lstm,chalk,gauge_name,d_norm,d_log1p,d_lstm
33018,0.8277930021286011,0.8393936157226562,0.8334093689918518,0.8470531702041626,False,Tove at Cappenham Bridge,0.011600613594055176,0.005616366863250732,0.019260168075561523
33019,0.7051686644554138,0.7664318680763245,0.8196560740470886,0.786074697971344,False,Thet at Melford Bridge,0.061263203620910645,0.1144874095916748,0.08090603351593018
33021,0.7079434394836426,0.7508353590965271,0.7667986154556274,0.777698814868927,True,Rhee at Burnt Mill,0.04289191961288452,0.05885517597198486,0.06975537538528442
33022,0.8441079258918762,0.8800868391990662,0.8825588226318359,0.9068639278411864,False,Ivel at Blunham,0.03597891330718994,0.03845089673995972,0.06275600194931019
33023,0.2421978712081909,0.5164738893508911,0.6557643413543701,0.8253035545349121,False,Lea Brook at Beck Bridge,0.2742760181427002,0.4135664701461792,0.5831056833267212
33024,0.609374463558197,0.6977376937866211,0.7545510530471802,0.8727625608444214,False,Cam at Dernford,0.08836323022842407,0.14517658948898315,0.26338809728622437
33026,0.7915940284729004,0.8288935422897339,0.8460860252380371,0.9008162617683412,False,Bedford Ouse at Offord,0.037299513816833496,0.05449199676513672,0.10922223329544078
33028,0.7836199402809143,0.8093692064285278,0.8205101490020752,0.8735370635986328,False,Flit at Shefford,0.025749266147613525,0.03689020872116089,0.0899171233177185
33029,0.7686913013458252,0.8198625445365906,0.822504997253418,0.8166607618331909,True,Stringside at Whitebridge,0.05117124319076538,0.05381369590759277,0.04796946048736572
33031,0.6091389656066895,0.6450803279876709,0.5522441267967224,0.6560367941856384,False,Broughton Brook at Broughton,0.035941362380981445,-0.05689483880996704,0.046897828578948975
33032,0.2108997106552124,0.5622785091400146,0.7403603792190552,0.8712137937545776,False,Heacham at Heacham,0.35137879848480225,0.5294606685638428,0.6603140830993652
33033,0.687096118927002,0.6959424018859863,0.7091138362884521,0.7821578979492188,False,Hiz at Arlesey,0.008846282958984375,0.022017717361450195,0.0950617790222168
33034,0.6903283596038818,0.7643876075744629,0.793778657913208,0.8168206810951233,False,Little Ouse at Abbey Heath,0.07405924797058105,0.10345029830932617,0.12649232149124146
33035,0.7788534164428711,0.8279448747634888,0.8581726551055908,0.8421341180801392,False,Ely Ouse at Denver Complex,0.049091458320617676,0.07931923866271973,0.06328070163726807
33039,0.7015807628631592,0.7448740005493164,0.7519203424453735,0.8234353065490723,False,Bedford Ouse at Roxton,0.04329323768615723,0.050339579582214355,0.12185454368591309
33053,0.5626929998397827,0.7121170163154602,0.7126741409301758,0.8152651786804199,False,Granta at Stapleford,0.1494240164756775,0.14998114109039307,0.2525721788406372
34002,0.7910326719284058,0.8622764348983765,0.8892147541046143,0.8991705179214478,False,Tas at Shotesham,0.0712437629699707,0.0981820821762085,0.10813784599304199
34003,0.4570844173431396,0.600358247756958,0.7631219625473022,0.9139998555183412,False,Bure at Ingworth,0.14327383041381841,0.30603754520416265,0.4569154381752016
34004,0.4801056385040283,0.5596715211868286,0.7284057140350342,0.7908764481544495,False,Wensum at Costessey Mill,0.07956588268280029,0.24830007553100586,0.31077080965042114
34005,0.5686324238777161,0.7531927227973938,0.8351313471794128,0.8682432174682617,False,Tud at Costessey Park,0.18456029891967773,0.2664989233016968,0.29961079359054565
34006,0.7734735608100891,0.8328046798706055,0.8299531936645508,0.8799852132797241,False,Waveney at Needham Mill,0.05933111906051636,0.05647963285446167,0.10651165246963501
34007,0.7029913067817688,0.7416694164276123,0.7217276096343994,0.7859017848968506,False,Dove at Oakley Park,0.038678109645843506,0.018736302852630615,0.08291047811508179
34008,-0.8810106515884399,0.017512500286102295,0.2593773603439331,0.8008180260658264,False,Ant at Honing Lock,0.8985231518745422,1.140388011932373,1.6818286776542664
34010,0.6168071031570435,0.6713780164718628,0.6822382211685181,0.6495352983474731,False,Waveney at Billingford Bridge,0.054570913314819336,0.06543111801147461,0.03272819519042969
34011,-0.1943757534027099,0.44925469160079956,0.5871111154556274,0.8397154808044434,False,Wensum at Fakenham,0.6436304450035095,0.7814868688583374,1.0340912342071533
