,gain,mean_donor_km
69027,0.0731431245803833,7.487341565600681
71001,0.054949700832367054,10.441064979959767
71004,0.04401183128356945,7.608200173237517
71006,0.06589680910110485,6.96847415501945
72002,0.0751475691795348,11.943932373525614
72004,0.05653524398803711,9.158309049938254
72005,0.08030527830123901,11.445591238151044
73005,0.0788627862930299,9.231418466103731
73010,0.011329412460327148,16.289235612632
73011,0.07233738899230968,6.538872024989462
74001,0.0791478157043457,16.425181655094026
74006,0.08775603771209706,12.209704467831065
75003,0.03056269884109497,17.129584748414324
75004,0.05398648977279663,14.655742491541238
76005,0.016217827796936035,14.812420061190446
76007,0.011404871940612793,14.566221501790523
76008,0.07096320390701294,15.89952858251619
76011,0.07328563928604126,17.58436012635131
77002,0.06921833753585827,10.844210639295362
78003,0.05095505714416493,16.87753920755236
78004,0.1066625714302063,15.42117566206624
79002,0.07513767480850209,10.994719652151458
79003,0.10271692276000977,20.764382401140157
79004,0.08716481924056996,11.346839038363322
79005,0.07876390218734752,12.989987818855539
79006,0.08706939220428456,14.008596036486006
80001,0.0809003710746764,17.904515640006792
81003,0.05775773525238037,22.739897366648666
82001,0.04259234666824341,25.027573103964567
82003,0.10526353120803844,23.701841792247965
83003,0.13211429119110119,10.142758589073702
83004,0.1042886972427367,11.57705349264279
84001,0.04758274555206299,8.006026288025838
84004,0.07302361726760853,10.767810633242698
84005,0.045119524002075306,4.527056329680048
84008,0.053656697273254395,2.3439448975545862
84012,0.08715713024139404,9.399583487691814
84013,0.05111676454544056,2.544612381976021
84014,0.09884566068649303,9.906891966826931
84016,0.07967543601989746,10.737891272040093
84017,0.032025814056396595,14.414583412707278
84018,0.06131601333618164,9.206808884111952
84019,0.04698038101196289,2.7975254197931725
84020,0.07403266429901123,10.169163395061481
84022,0.09695756435394287,17.333131638959447
85001,0.021317005157470703,13.973376370497718
85002,0.025349080562591553,13.429064562982772
85003,0.06822347640991211,17.583718664996738
94001,0.008949816226959229,43.005777100740715
97002,0.08354020118713379,36.52653832578369
101002,0.06956678628921509,16.531098658474722
