gid,persist2_L1,persist2_L1_cov,ar_perfect2_L1,ar_perfect2_L1_cov,ar_gefs_L1,ar_gefs_L1_cov,persist2_L2,persist2_L2_cov,ar_perfect2_L2,ar_perfect2_L2_cov,ar_gefs_L2,ar_gefs_L2_cov,persist2_L3,persist2_L3_cov,ar_perfect2_L3,ar_perfect2_L3_cov,ar_gefs_L3,ar_gefs_L3_cov
22007,0.3997657895088196,0.39661073684692383,0.8531262278556824,0.8528620004653931,0.743752121925354,0.7429267168045044,-0.06101727485656738,-0.07149052619934082,0.8150920271873474,0.8135122060775757,0.42237311601638794,0.4212649464607239,-0.27207398414611816,-0.2843106985092163,0.8073790073394775,0.8054090738296509,0.39200305938720703,0.3920023441314697
22009,0.35808080434799194,0.3585079312324524,0.8521330952644348,0.8533110618591309,0.7580912113189697,0.760872483253479,-0.07330739498138428,-0.07832098007202148,0.8012467622756958,0.8023016452789307,0.4291040301322937,0.43330925703048706,-0.2676433324813843,-0.27293384075164795,0.7949424982070923,0.7966846227645874,0.3874856233596802,0.39291447401046753
23001,0.3092314600944519,0.31169456243515015,0.8823338747024536,0.881966769695282,0.8032310009002686,0.8079013824462891,-0.07717978954315186,-0.08388304710388184,0.8525304198265076,0.8537335395812988,0.4445210099220276,0.4623674154281616,-0.23013639450073242,-0.23774731159210205,0.8498052954673767,0.8505445718765259,0.37861835956573486,0.3976667523384094
23004,0.1752774715423584,0.16252821683883667,0.8554830551147461,0.8556903600692749,0.7151204347610474,0.7254024744033813,-0.22922027111053467,-0.23877274990081787,0.8274437785148621,0.8278183341026306,0.400648295879364,0.41967636346817017,-0.3754509687423706,-0.38605785369873047,0.8237175941467285,0.8242535591125488,0.3018093705177307,0.31974512338638306
23006,0.11481386423110962,0.10271292924880981,0.842725932598114,0.8455877900123596,0.6490612030029297,0.6707288026809692,-0.29363977909088135,-0.29760241508483887,0.8116254806518555,0.8144693970680237,0.34346479177474976,0.3665282726287842,-0.43557608127593994,-0.43737828731536865,0.806939423084259,0.8090049028396606,0.2606794238090515,0.2816696763038635
23007,0.5041599869728088,0.4968487620353699,0.8612202405929565,0.8582932353019714,0.6500605344772339,0.6396315097808838,0.15648192167282104,0.15236389636993408,0.8331834673881531,0.8298614621162415,0.4151076674461365,0.4211265444755554,-0.04106748104095459,-0.04162108898162842,0.8092172145843506,0.8073583841323853,0.39034008979797363,0.4011058211326599
23008,0.2011520266532898,0.21893078088760376,0.8303709030151367,0.8353894948959351,0.6978272199630737,0.711853563785553,-0.23014962673187256,-0.22168564796447754,0.8040726184844971,0.8071454167366028,0.392753541469574,0.4147932529449463,-0.4043785333633423,-0.3969513177871704,0.7922661900520325,0.7967830300331116,0.3365657329559326,0.35786116123199463
23011,-0.03409397602081299,-0.024906635284423828,0.8079710006713867,0.8033028841018677,0.55155348777771,0.5795637965202332,-0.4075472354888916,-0.3790501356124878,0.7658169269561768,0.7652238011360168,0.2874210476875305,0.31788986921310425,-0.552147388458252,-0.5287024974822998,0.7621892690658569,0.7656082510948181,0.21104687452316284,0.23786389827728271
24001,0.3371913433074951,0.3422124981880188,0.8506736755371094,0.8481544256210327,0.7566004991531372,0.7613179087638855,-0.05103635787963867,-0.047602057456970215,0.8086247444152832,0.8051294088363647,0.4149549603462219,0.4316173195838928,-0.22281920909881592,-0.22032976150512695,0.8011795282363892,0.7976012825965881,0.37186843156814575,0.3911851644515991
24003,0.1527729034423828,0.14679473638534546,0.8121162056922913,0.8134934902191162,0.5868934392929077,0.6097516417503357,-0.27092063426971436,-0.264876127243042,0.7691906690597534,0.7729785442352295,0.33449339866638184,0.3618665933609009,-0.3810868263244629,-0.3774453401565552,0.7555161714553833,0.7567739486694336,0.28063297271728516,0.3074766993522644
