model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,peak_day_bias_pct,own_max_within_1d,dNSE_vs_persistence_median,beats_persistence_frac
persistence_L1,416,0.5380248427391052,0.7689935808655775,2.644230769230769,-3.251842498779297,-37.681447982788086,0.0,0.0,244.38,244.38,0.7110908261068005,-54.0,0.998,,
forecast_ar_gefs_L1,416,0.8030115962028503,0.8309301832904818,0.0,-1.5403417348861694,-24.78548526763916,-8.302689,-10.221624374389648,80.673836,244.38,0.5220911465445228,-29.9,0.455,0.272,0.846
forecast_ar_perfect2_L1,416,0.8589573204517365,0.869195933075575,0.0,-0.5942450761795044,-21.63916778564453,-15.03622,-8.725538730621338,101.37926,244.38,0.5370034373899795,-27.9,0.568,0.33,0.868
