model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,peak_day_bias_pct,own_max_within_1d,dNSE_vs_persistence_median,beats_persistence_frac
persistence_L1,416,0.5380248427391052,0.7689935808655775,2.644230769230769,-3.251842498779297,-37.681447982788086,0.0,0.0,244.38,244.38,0.7110908261068005,-54.0,0.998,,
forecast_ar_gefs_mean_L1,416,0.8058605790138245,0.8334586219866391,0.0,-1.4518694877624512,-24.248291015625,-7.804161,-9.479218482971191,80.673836,244.38,0.5246462802373346,-29.0,0.457,0.273,0.844
