model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,peak_day_bias_pct,own_max_within_1d,dNSE_vs_persistence_median,beats_persistence_frac
persistence_L1,416,0.46625587344169617,0.7313347003093578,6.971153846153847,-5.095788240432739,-42.330078125,,0.0,144.65,144.65,0.7188284518828452,,,,
tsub_ar_gefs_ens_L1,416,0.7724035382270813,0.818407610472684,0.9615384615384616,-2.324093461036682,-26.999732971191406,,-9.988948822021484,65.77211,144.65,0.5489539748953974,,,0.335,0.858
tsub_ar_gefs_tigge_L1,416,0.7807280123233795,0.8126554595942294,0.9615384615384616,-2.3060866594314575,-29.2535457611084,,-12.019029140472412,55.03319,144.65,0.5476987447698745,,,0.331,0.87
tsub_ar_gefs_tiggemax_L1,416,0.610472172498703,0.7015519321286594,9.85576923076923,-2.2715020179748535,-8.721613883972168,,14.292233943939209,96.61637,144.65,0.699163179916318,,,0.129,0.654
tsub_ar_perfect2_L1,416,0.8291183412075043,0.845613510382067,0.7211538461538461,-1.5675286054611206,-25.311189651489258,,-9.648358821868896,87.25688,144.65,0.5518828451882845,,,0.368,0.873
