model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,peak_day_bias_pct,own_max_within_1d,dNSE_vs_persistence_median,beats_persistence_frac
persistence_L2,416,0.069499671459198,0.529008841968216,44.71153846153847,-8.581923484802246,-64.55006408691406,,0.0,144.65,144.65,0.6794979079497908,,,,
tsub_ar_gefs_ens_L2,416,0.5173248946666718,0.6171485348765415,1.6826923076923077,-6.386072397232056,-56.08358955383301,,-25.094470024108887,46.165253,144.65,0.5255230125523013,,,0.453,0.887
tsub_ar_gefs_tigge_L2,416,0.5399512052536011,0.5929035110413002,0.7211538461538461,-6.529320001602173,-59.01631164550781,,-30.99795913696289,26.131422,144.65,0.5305439330543933,,,0.468,0.901
tsub_ar_gefs_tiggemax_L2,416,-0.47428667545318604,0.08772049634032247,72.11538461538461,-4.072012186050415,-12.560519695281982,,45.18778419494629,87.90338,144.65,0.8066945606694561,,,-0.653,0.219
tsub_ar_perfect2_L2,416,0.7918925881385803,0.8158931736606001,1.4423076923076923,-2.240344285964966,-28.66521453857422,,-12.479048728942871,79.90554,144.65,0.5456066945606695,,,0.722,0.899
