model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,days_beyond_train_max,pred_over_obs_beyond
raw,416,0.8196786642074585,0.8151482572845461,2.644230769230769,-0.8108489513397217,-23.85121250152588,-17.353401,-11.461034774780273,92.626274,244.38,0.5597764088523842,455,0.68178463
nowcast,416,0.8821225166320801,0.8591888161547321,1.9230769230769231,-0.09899783134460449,-14.1344575881958,-9.015768,-5.385973930358887,125.88884,244.38,0.5439196897102441,455,0.6990165
shuffled,416,0.8203268647193909,0.8142928784698081,2.403846153846154,-0.796821117401123,-23.75674819946289,-17.163479,-10.914474487304688,91.64991,244.38,0.5544147843942505,455,0.67597485
