model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,peak_day_bias_pct,own_max_within_1d,dNSE_vs_persistence_median,beats_persistence_frac
persistence_L3,416,-0.09945815801620483,0.4414307936130448,57.692307692307686,-9.707483768463135,-70.97898864746094,,0.0,144.65,144.65,0.6548117154811715,,,,
tsub_ar_gefs_ens_L3,416,0.4149455726146698,0.5262233403810125,1.9230769230769231,-7.771627426147461,-63.61204147338867,,-31.735553741455078,33.91226,144.65,0.5213389121338912,,,0.531,0.894
tsub_ar_gefs_tigge_L3,416,0.47026875615119934,0.5128253264014293,0.4807692307692308,-7.747891902923584,-65.01786804199219,,-39.58632850646973,23.23143,144.65,0.5297071129707113,,,0.573,0.916
tsub_ar_gefs_tiggemax_L3,416,-1.9896864891052246,-0.4871565721024822,94.47115384615384,-4.6650238037109375,-6.2215447425842285,,76.79519653320312,73.72163,144.65,0.8627615062761507,,,-1.937,0.084
tsub_ar_perfect2_L3,416,0.7690854668617249,0.8026702288749942,1.9230769230769231,-2.166083574295044,-28.92029571533203,,-13.291635990142822,76.462906,144.65,0.5464435146443515,,,0.868,0.906
