model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,days_beyond_train_max,pred_over_obs_beyond
tree (hgb raw),416.0,0.8196786642074585,0.8151482572845461,2.644230769230769,-0.8108489513397217,-23.85121250152588,-17.353401,-11.461034774780272,92.626274,244.38,0.5597764088523842,455.0,0.68178463
lstm e16 s0 (seq365),416.0,0.8549368977546692,0.8222478477942424,0.0,-0.5718077421188354,-23.938891410827637,-19.221946716308594,-14.227324962615967,172.21421813964844,244.3800048828125,0.5533394725252098,,
lstm e8 s0 (seq365),416.0,0.8517173230648041,0.8173460781233925,0.0,-0.6299295425415039,-25.063884735107422,-19.352359771728516,-14.482554912567139,157.67822265625,244.3800048828125,0.5625142596395163,,
lstm e8 s0 seq90,416.0,0.8402978181838989,0.8233602007930596,0.0,-0.6311945915222168,-24.361780166625977,-19.751144409179688,-12.635234355926514,144.22796630859375,244.3800048828125,0.512206251425964,,
lstm e8 s0 seq730,416.0,0.8567188680171967,0.8346196226957707,0.0,-0.5604057312011719,-24.726366996765137,-20.79885482788086,-12.911695003509521,144.44757080078125,244.3800048828125,0.4948665297741273,,
