gid,nse_gauged,nse_ung_raw,nse_ung_now,chalk,gauge_name,pen_raw,pen_now,nse_ung_sim,pen_sim,nse_ung_trust,pen_trust
17003,0.8048651218414307,0.7902584075927734,0.7744835615158081,False,Bonny Water at Bonnybridge,0.0146067142486572,0.0303815603256225,0.8037062883377075,0.0011588335037231,0.8339769840240479,-0.029111862182617188
17005,0.8797832727432251,0.8657076358795166,0.8870733380317688,False,Avon at Polmonthill,0.0140756368637084,-0.0072900652885437,0.8857936859130859,-0.0060104131698608,0.8814408779144287,-0.0016576051712036133
18001,0.7996048927307129,0.7874693274497986,0.833778440952301,False,Allan Water at Kinbuck,0.0121355652809143,-0.0341735482215881,0.8348860144615173,-0.0352811217308044,0.828528106212616,-0.028923213481903076
18002,0.7832297086715698,0.7838183641433716,0.7956286072731018,False,Devon at Glenochil,-0.0005886554718017,-0.0123988986015319,0.7868185639381409,-0.003588855266571,0.7895582318305969,-0.0063285231590271
18003,0.8844290971755981,0.8385151624679565,0.8859687447547913,False,Teith at Bridge of Teith,0.0459139347076416,-0.0015396475791931,0.904948115348816,-0.0205190181732177,0.9044395685195923,-0.02001047134399414
19001,0.8453986644744873,0.8285738229751587,0.8444033861160278,False,Almond at Craigiehall,0.0168248414993286,0.0009952783584594,0.8431375026702881,0.0022611618041992,0.8334012031555176,0.011997461318969727
19006,0.843696653842926,0.8363524675369263,0.8291637301445007,False,Water of Leith at Murrayfield,0.0073441863059997,0.0145329236984252,0.825555682182312,0.018140971660614,0.8326085805892944,0.011088073253631592
19010,0.5993131399154663,0.6359823942184448,0.6392135620117188,False,Braid Burn at Liberton,-0.0366692543029785,-0.0399004220962524,0.6064558625221252,-0.0071427226066589,0.5377444624900818,0.06156867742538452
20002,0.743852972984314,0.7318755984306335,0.7365074157714844,False,West Peffer Burn at Luffness,0.0119773745536804,0.0073455572128295,0.7358925342559814,0.0079604387283325,0.7318465709686279,0.012006402015686035
20003,0.7640916109085083,0.7462550401687622,0.8392307162284851,False,Tyne at Spilmersford,0.017836570739746,-0.0751391053199768,0.8080506324768066,-0.0439590215682983,0.8337895274162292,-0.06969791650772095
20007,0.8344414234161377,0.8028130531311035,0.8823534846305847,False,Gifford Water at Lennoxlove,0.0316283702850341,-0.047912061214447,0.8869907855987549,-0.0525493621826171,0.879580020904541,-0.04513859748840332
21003,0.8774638772010803,0.8735625743865967,0.8967025876045227,False,Tweed at Peebles,0.0039013028144836,-0.0192387104034423,0.9070698022842408,-0.0296059250831604,0.9055441617965698,-0.028080284595489502
21006,0.8737713694572449,0.8753011226654053,0.8962319493293762,False,Tweed at Boleside,-0.0015297532081604,-0.0224605798721313,0.8924089074134827,-0.0186375379562377,0.9111602902412415,-0.03738892078399658
21008,0.8468739986419678,0.8384522795677185,0.866661548614502,False,Teviot at Ormiston Mill,0.0084217190742492,-0.0197875499725341,0.8863427639007568,-0.039468765258789,0.8611817955970764,-0.014307796955108643
21009,0.8958886861801147,0.8884539604187012,0.8523269891738892,False,Tweed at Norham,0.0074347257614135,0.0435616970062255,0.8618782758712769,0.0340104103088378,0.8599691987037659,0.03591948747634888
21011,0.8061915636062622,0.6464654207229614,0.5583027601242065,False,Yarrow Water at Philiphaugh,0.1597261428833007,0.2478888034820556,0.5509563684463501,0.2552351951599121,0.5202345848083496,0.2859569787979126
21012,0.8626540899276733,0.8237738609313965,0.8882248401641846,False,Teviot at Hawick,0.0388802289962768,-0.0255707502365112,0.8998013138771057,-0.0371472239494323,0.8946178555488586,-0.0319637656211853
21013,0.8086512088775635,0.8095560073852539,0.8613518476486206,False,Gala Water at Galashiels,-0.0009047985076904,-0.0527006387710571,0.8580118417739868,-0.0493606328964233,0.871305525302887,-0.06265431642532349
21015,0.7460974454879761,0.7428539395332336,0.7288646101951599,False,Leader Water at Earlston,0.0032435059547424,0.0172328352928161,0.7011843919754028,0.0449130535125732,0.7122785449028015,0.03381890058517456
21016,0.777742862701416,0.7624742984771729,0.8131917715072632,False,Eye Water at Eyemouth Mill,0.0152685642242431,-0.0354489088058471,0.810022234916687,-0.0322793722152709,0.8284503221511841,-0.050707459449768066
21017,0.8471405506134033,0.73964524269104,0.8832660913467407,False,Ettrick Water at Brockhoperig,0.1074953079223632,-0.0361255407333374,0.8688393831253052,-0.0216988325119018,0.8900864124298096,-0.04294586181640625
