model,n_catchments,median_NSE,median_KGE,pct_NSE_neg,top1_NSE,top1_bias_pct,AMAX_bias_pct,q99_dist_bias_pct,pred_max,obs_max,coverage,days_beyond_train_max,pred_over_obs_beyond
tree (hgb raw),416.0,0.8196786642074585,0.8151482572845461,2.644230769230769,-0.8108489513397217,-23.85121250152588,-17.353401,-11.461034774780272,92.626274,244.38,0.5597764088523842,455.0,0.68178463
lstm e16 mse,416.0,0.8549368977546692,0.8222478477942424,0.0,-0.5718077421188354,-23.938891410827637,-19.221946716308594,-14.227324962615967,172.21421813964844,244.3800048828125,0.5533394725252098,,
lstm e16 quantile q50,416.0,0.9092375636100769,0.8615260844991843,0.0,-0.009978950023651123,-18.011271476745605,-15.021329879760742,-11.198019981384277,164.823974609375,244.3800048828125,0.41250285192790326,,
lstm e16 quantile q95 as point,416.0,0.7452298700809479,0.5587975045066655,1.9230769230769231,-0.49373263120651245,18.157958984375,23.54092025756836,26.271122932434082,253.78817749023438,244.3800048828125,0.9593885466575405,,
lstm e16 quantile q99 as point,416.0,0.390966534614563,0.23693598292558915,21.153846153846153,-2.854794979095459,38.695627212524414,46.63888168334961,47.401296615600586,304.16387939453125,244.3800048828125,0.9938973649698006,,
