gid,persistence_L1,weather_L1,ar_L1,ar_donor_L1,ar_perfect_L1,persistence_L2,ar_donor_L2,persistence_L3,ar_donor_L3
28018,0.6356500387191772,0.9111774563789368,0.9226791262626648,0.925712525844574,0.9054799675941467,0.3218897581100464,0.604793906211853,0.18029886484146118,0.47259849309921265
28022,0.9201284050941467,0.8503825664520264,0.9088557958602905,0.9073055982589722,0.9015203714370728,0.7701007723808289,0.8732372522354126,0.6267492771148682,0.7437873482704163
28024,0.7503929138183594,0.8183964490890503,0.8718264102935791,0.8736567497253418,0.881921112537384,0.4674394726753235,0.6234094500541687,0.27574652433395386,0.47026824951171875
28026,0.5648366212844849,0.8002150654792786,0.8785779476165771,0.8668198585510254,0.8780633211135864,0.20939689874649048,0.5293319225311279,0.05229175090789795,0.38418370485305786
28031,0.33798229694366455,0.6514050364494324,0.6732931137084961,0.6672394275665283,0.8312375545501709,0.052161455154418945,0.40339410305023193,-0.08908188343048096,0.3372957706451416
28039,-0.1433802843093872,0.24475085735321045,0.2643924355506897,0.26775944232940674,0.7544164657592773,-0.3851362466812134,0.1316889524459839,-0.5193002223968506,0.0831756591796875
28040,0.325852632522583,0.5981747508049011,0.6189942955970764,0.6196572184562683,0.8237060904502869,-0.11333322525024414,0.26565879583358765,-0.28773677349090576,0.20330512523651123
28043,0.5451428890228271,0.7194608449935913,0.772724986076355,0.7722625136375427,0.8689579367637634,0.24416083097457886,0.5052894353866577,0.07711035013198853,0.4126569628715515
28046,0.763090193271637,0.7725648283958435,0.8494642376899719,0.8634481430053711,0.8924453258514404,0.6044216156005859,0.6799389123916626,0.5161679983139038,0.6051586866378784
28048,0.24660438299179077,0.6263949871063232,0.6553617715835571,0.6509178280830383,0.7805031538009644,-0.07813072204589844,0.3240291476249695,-0.2343076467514038,0.26466894149780273
28050,0.8280602097511292,0.7261459231376648,0.8739601373672485,0.8660129308700562,0.8944624066352844,0.5732494592666626,0.6769300699234009,0.38838422298431396,0.5401434898376465
28052,0.7099905610084534,0.7763707041740417,0.8886906504631042,0.8797840476036072,0.8870136737823486,0.3634503483772278,0.5646229982376099,0.18533623218536377,0.4125440716743469
28067,0.7099829912185669,0.8691432476043701,0.9082830548286438,0.910500705242157,0.9110625386238098,0.4340673089027405,0.6410378813743591,0.2723045349121094,0.5154584050178528
28080,0.4236997365951538,0.658029317855835,0.708881139755249,0.7146728038787842,0.8248497247695923,0.08309948444366455,0.3707561492919922,-0.09831857681274414,0.2669803500175476
28082,0.5623310804367065,0.8538999557495117,0.8838891386985779,0.8755576610565186,0.9071188569068909,0.24331426620483398,0.5011541843414307,0.09209567308425903,0.39804428815841675
28085,0.731951117515564,0.8953366279602051,0.9229909777641296,0.9240565299987793,0.9373869895935059,0.5069726705551147,0.6729025840759277,0.3806834816932678,0.5690444707870483
29002,0.7154614329338074,0.728786051273346,0.813398003578186,0.818384051322937,0.8536396026611328,0.5210103988647461,0.6287808418273926,0.4387003779411316,0.6002234220504761
29003,0.8007084131240845,0.7109195590019226,0.8148815631866455,0.818762481212616,0.816554069519043,0.7158982753753662,0.761733889579773,0.6906961798667908,0.755435049533844
29005,0.6048684120178223,0.2775753140449524,0.7301671504974365,0.7266354560852051,0.7585170865058899,0.36418086290359497,0.49637049436569214,0.22614365816116333,0.42594343423843384
30001,0.7250864505767822,0.8401309847831726,0.9058340787887573,0.9056614637374878,0.9322236776351929,0.492201566696167,0.6678857803344727,0.3932383060455322,0.5892679691314697
30004,0.3538603186607361,0.6631691455841064,0.673751711845398,0.6568424701690674,0.7039583921432495,0.08491212129592896,0.4022655487060547,-0.07268893718719482,0.327820360660553
30005,0.7674610614776611,0.7905831336975098,0.8986256122589111,0.8929859399795532,0.9152893424034119,0.663192629814148,0.7606750130653381,0.6285766959190369,0.7308785915374756
30011,0.6852188110351562,0.7305763363838196,0.8201544880867004,0.8313658833503723,0.8638813495635986,0.4108883738517761,0.5389658212661743,0.21772640943527222,0.4584006071090698
30012,0.35992997884750366,0.6717593669891357,0.7213752269744873,0.7165865302085876,0.7893663644790649,0.03394746780395508,0.3754914402961731,-0.16678190231323242,0.3099978566169739
30014,0.2021019458770752,0.5691463947296143,0.6010336875915527,0.5991330146789551,0.755781888961792,-0.06509733200073242,0.33732181787490845,-0.2633465528488159,0.26379066705703735
31002,0.6794970035552979,0.7225866317749023,0.8924718499183655,0.8825994729995728,0.8966673612594604,0.4211248755455017,0.6290632486343384,0.3278248906135559,0.546281099319458
31006,0.983066201210022,-0.5974339246749878,0.8601511120796204,0.8888058662414551,0.8622644543647766,0.9623831510543823,0.8636546730995178,0.9493252038955688,0.8426262736320496
31010,0.3914605975151062,0.6767669916152954,0.7420670390129089,0.7344505786895752,0.7882816791534424,0.1684167981147766,0.4625701904296875,0.044671595096588135,0.3954664468765259
31021,0.57936030626297,0.7837589979171753,0.8630502820014954,0.8547646999359131,0.8338372111320496,0.2666468620300293,0.5472546815872192,0.1317766308784485,0.42178118228912354
31023,-0.06994128227233887,0.35401153564453125,0.36156564950942993,0.3655201196670532,0.68120938539505,-0.3704022169113159,0.16068077087402344,-0.49697554111480713,0.13006210327148438
32003,0.016997039318084717,0.5743178129196167,0.5667468309402466,0.5603740215301514,0.7138727903366089,-0.23969697952270508,0.2675791382789612,-0.33006155490875244,0.22443348169326782
32004,0.6787090301513672,0.7753215432167053,0.8319486379623413,0.8268781900405884,0.8701130151748657,0.31694555282592773,0.5417495965957642,0.16475003957748413,0.4039629101753235
32006,0.6931271553039551,0.8300571441650391,0.8925302028656006,0.8988488912582397,0.9042935967445374,0.4514453411102295,0.6305217742919922,0.3442702889442444,0.5344319939613342
32008,0.5694739818572998,0.7917180061340332,0.8270838260650635,0.8284403085708618,0.8808440566062927,0.32418519258499146,0.5298298597335815,0.19561243057250977,0.45278191566467285
33006,0.9607293009757996,0.48075443506240845,0.8415046334266663,0.8423676490783691,0.849931001663208,0.8908737897872925,0.8790045380592346,0.819771409034729,0.8397059440612793
33007,0.9590564966201782,0.7303569912910461,0.9346185922622681,0.9168556928634644,0.9158716797828674,0.8968499302864075,0.8893672227859497,0.8538112640380859,0.8466325998306274
33012,0.3706549406051636,0.7484813928604126,0.7773846387863159,0.7837351560592651,0.7840527296066284,-0.008107304573059082,0.37788116931915283,-0.16049182415008545,0.2854177951812744
33013,0.9181848168373108,0.192718505859375,0.8185491561889648,0.8198246359825134,0.7754719257354736,0.749848484992981,0.7774330973625183,0.5781040191650391,0.6876636743545532
33014,0.8388993144035339,0.7930388450622559,0.9086050391197205,0.8848718404769897,0.8860055804252625,0.6206973195075989,0.7287774085998535,0.493627667427063,0.6318109035491943
33018,0.33274316787719727,0.7419899702072144,0.750901460647583,0.7422097325325012,0.8376674652099609,0.046222984790802,0.3958176374435425,-0.07480883598327637,0.3376653790473938
33019,0.9752619862556458,0.6581390500068665,0.8868119716644287,0.8704814314842224,0.8506494760513306,0.9194842576980591,0.8626351356506348,0.8529766201972961,0.842436671257019
